arr,r_arr,jq,inter,wait,delay,service,lambda_i,mu,throughut,visit,utilization
 209073.000000 , 209073.000000 , 0.000000 , 17.218822 , 37.945968 , 3.020170 , 34.925915 , 0.058076 , 0.028632 , 0.058076 , 0.931640 , 0.507089 , 0.000000 
 210304.000000 , 210304.000000 , 0.000000 , 17.117988 , 38.003565 , 3.012802 , 34.991246 , 0.058418 , 0.028579 , 0.058418 , 0.932566 , 0.511030 , 0.000000 
 209138.000000 , 209138.000000 , 0.000000 , 17.213362 , 37.962398 , 2.970806 , 34.992180 , 0.058094 , 0.028578 , 0.058094 , 0.932615 , 0.508212 , 0.000000 
 209254.000000 , 209254.000000 , 0.000000 , 17.203958 , 37.991862 , 2.998756 , 34.993760 , 0.058126 , 0.028577 , 0.058126 , 0.932035 , 0.508513 , 0.000000 
 209781.000000 , 209781.000000 , 0.000000 , 17.160450 , 37.746056 , 2.943888 , 34.802542 , 0.058274 , 0.028734 , 0.058274 , 0.931946 , 0.507017 , 0.000000 
 209765.000000 , 209765.000000 , 0.000000 , 17.162038 , 38.081017 , 3.043312 , 35.038273 , 0.058268 , 0.028540 , 0.058268 , 0.931829 , 0.510404 , 0.000000 
 209300.000000 , 209300.000000 , 0.000000 , 17.200117 , 38.035967 , 3.024920 , 35.011882 , 0.058139 , 0.028562 , 0.058139 , 0.932805 , 0.508890 , 0.000000 
 209744.000000 , 209744.000000 , 0.000000 , 17.163769 , 38.095202 , 3.075141 , 35.020429 , 0.058262 , 0.028555 , 0.058262 , 0.931177 , 0.510092 , 0.000000 
 209801.000000 , 209801.000000 , 0.000000 , 17.158916 , 38.178956 , 3.131477 , 35.047683 , 0.058279 , 0.028533 , 0.058279 , 0.932159 , 0.510634 , 0.000000 
 209171.000000 , 209171.000000 , 0.000000 , 17.210690 , 37.998418 , 2.948801 , 35.049918 , 0.058103 , 0.028531 , 0.058103 , 0.931732 , 0.509130 , 0.000000 
 209307.000000 , 209307.000000 , 0.000000 , 17.199488 , 37.878021 , 2.918856 , 34.960065 , 0.058141 , 0.028604 , 0.058141 , 0.931989 , 0.508156 , 0.000000 
 209592.000000 , 209592.000000 , 0.000000 , 17.176169 , 38.040846 , 3.036100 , 35.005039 , 0.058220 , 0.028567 , 0.058220 , 0.931752 , 0.509500 , 0.000000 
 209470.000000 , 209470.000000 , 0.000000 , 17.186189 , 38.156496 , 3.072248 , 35.084440 , 0.058186 , 0.028503 , 0.058186 , 0.932619 , 0.510358 , 0.000000 
 209744.000000 , 209744.000000 , 1.000000 , 17.163780 , 37.902122 , 3.007022 , 34.895779 , 0.058262 , 0.028657 , 0.058262 , 0.933399 , 0.508276 , 0.000000 
 209808.000000 , 209808.000000 , 0.000000 , 17.158534 , 38.124402 , 2.994358 , 35.130557 , 0.058280 , 0.028465 , 0.058280 , 0.931971 , 0.511853 , 0.000000 
 209802.000000 , 209802.000000 , 2.000000 , 17.158853 , 37.992435 , 3.013411 , 34.979800 , 0.058279 , 0.028588 , 0.058279 , 0.933329 , 0.509647 , 0.000000 
 209840.000000 , 209840.000000 , 0.000000 , 17.155861 , 37.812814 , 2.982645 , 34.830593 , 0.058289 , 0.028710 , 0.058289 , 0.932950 , 0.507561 , 0.000000 
 210172.000000 , 210172.000000 , 0.000000 , 17.128796 , 38.036466 , 3.043764 , 34.992991 , 0.058381 , 0.028577 , 0.058381 , 0.932755 , 0.510733 , 0.000000 
