arr,r_arr,jq,inter,wait,delay,service,lambda_i,mu,throughut,visit,utilization
 224249.000000 , 224249.000000 , 0.000000 , 16.053441 , 19.243041 , 4.199756 , 15.043295 , 0.062292 , 0.066475 , 0.062292 , 1.000000 , 0.468538 , 0.000000 
 224513.000000 , 224513.000000 , 0.000000 , 16.034693 , 19.277675 , 4.272554 , 15.005124 , 0.062365 , 0.066644 , 0.062365 , 1.000000 , 0.467896 , 0.000000 
 225100.000000 , 225100.000000 , 2.000000 , 15.992609 , 19.261119 , 4.231024 , 15.030216 , 0.062529 , 0.066533 , 0.062529 , 1.000000 , 0.469911 , 0.000000 
 225111.000000 , 225111.000000 , 1.000000 , 15.992087 , 19.240081 , 4.214543 , 15.025724 , 0.062531 , 0.066553 , 0.062531 , 1.000000 , 0.469786 , 0.000000 
 224377.000000 , 224377.000000 , 1.000000 , 16.044356 , 19.325433 , 4.331483 , 14.994065 , 0.062327 , 0.066693 , 0.062327 , 1.000000 , 0.467269 , 0.000000 
 225246.000000 , 225246.000000 , 2.000000 , 15.982515 , 19.211482 , 4.197841 , 15.014230 , 0.062568 , 0.066603 , 0.062568 , 1.000000 , 0.469708 , 0.000000 
 225070.000000 , 225070.000000 , 2.000000 , 15.994836 , 19.419855 , 4.364227 , 15.055710 , 0.062520 , 0.066420 , 0.062520 , 1.000000 , 0.470643 , 0.000000 
 224497.000000 , 224497.000000 , 0.000000 , 16.035747 , 19.111454 , 4.111777 , 14.999688 , 0.062361 , 0.066668 , 0.062361 , 1.000000 , 0.467695 , 0.000000 
 224581.000000 , 224581.000000 , 0.000000 , 16.029732 , 19.118459 , 4.113350 , 15.005136 , 0.062384 , 0.066644 , 0.062384 , 1.000000 , 0.468041 , 0.000000 
 224944.000000 , 224944.000000 , 0.000000 , 16.003928 , 19.136076 , 4.164112 , 14.971997 , 0.062485 , 0.066791 , 0.062485 , 1.000000 , 0.467760 , 0.000000 
 224604.000000 , 224604.000000 , 3.000000 , 16.028170 , 19.149997 , 4.108061 , 15.041957 , 0.062390 , 0.066481 , 0.062390 , 1.000000 , 0.469235 , 0.000000 
 224710.000000 , 224710.000000 , 0.000000 , 16.020648 , 19.316204 , 4.299472 , 15.016957 , 0.062419 , 0.066591 , 0.062419 , 1.000000 , 0.468675 , 0.000000 
 225123.000000 , 225123.000000 , 0.000000 , 15.991248 , 19.200630 , 4.189667 , 15.011327 , 0.062534 , 0.066616 , 0.062534 , 1.000000 , 0.469361 , 0.000000 
 224789.000000 , 224789.000000 , 0.000000 , 16.014848 , 19.183260 , 4.186601 , 14.996729 , 0.062442 , 0.066681 , 0.062442 , 1.000000 , 0.468213 , 0.000000 
